,Drift_Rate,SNR,Index,Uncorrected_Frequency,Corrected_Frequency,freq_start,freq_end,Coarse_Channel_Number,Full_number_of_hits,dat_name,fil_0000,fil_0001,normalized_dr,SNR_ratio_0001,0000_x_0001,SNR_ratio,x
10,-0.508522,21.401104,15609,8656.000112,8656.000112,8656.002129,8655.99811,53,908,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node8.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node8.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node8.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.058747906068127076,0.8241610470607768,0.9050446769993221,0.8241610470607768,0.9050446769993221
11,-1.175957,11.133661,7800,8656.000256,8656.000256,8656.00429,8655.996253,53,144,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node8.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node8.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node8.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.13585448442516887,0.8241919094426471,0.9048851864637658,0.8241919094426471,0.9048851864637658
12,0.150968,11.137238,187403,8191.999955,8191.999955,8192.00046,8191.999455,42,63,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.018428709902684748,1.0175129905934581,0.9746229286494889,1.0175129905934581,0.9746229286494889
13,0.071511,21.282736,374794,8191.999979,8191.999979,8192.000232,8191.999729,42,663,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.008729369869969018,1.0175616724968146,0.979144976899729,1.0175616724968146,0.979144976899729
14,0.278098,11.290001,31236,6855.999967,6855.999967,6856.000976,6855.998967,53,64,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.04056271301207586,1.0315298226628968,0.9289121220278402,1.0315298226628968,0.9289121220278402
15,-0.073497,42.253922,124921,6856.000014,6856.000014,6856.000266,6855.999763,53,1711,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.010720098767277383,1.0315798433721197,0.9301253133594694,1.0315798433721197,0.9301253133594694
16,-0.139049,21.762218,62458,6856.000024,6856.000024,6856.000528,6855.999523,53,790,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node4.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.020281357831307335,1.0315690285974892,0.9297184428696881,1.0315690285974892,0.9297184428696881
17,0.286044,13.641909,93707,6343.999911,6343.999911,6344.00092,6343.998911,10,399,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.04508889636163546,0.9939278343590501,0.9457979591586088,0.9939278343590501,0.9457979591586088
18,0.139049,26.475967,187403,6343.999955,6343.999955,6344.00046,6343.999455,10,1593,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.021918188826865248,0.9939211680942479,0.9466055565121799,0.9939211680942479,0.9466055565121799
19,0.071511,52.107727,374795,6343.999977,6343.999977,6344.00023,6343.999727,10,1780,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node1.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.011272225316423107,0.9939207003686733,0.947016411942389,0.9939207003686733,0.947016411942389
20,1.017044,13.245583,39045,8399.999839,8399.999839,8400.003874,8399.995837,31,498,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.12107661082728688,1.1492654794133175,0.9531939243812679,1.1492654794133175,0.9531939243812679
21,0.508522,24.657566,78085,8399.999919,8399.999919,8400.001937,8399.997918,31,1715,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.06053831937348516,1.149350191404713,0.9535440261146237,1.149350191404713,0.9535440261146237
22,0.254261,46.364132,156165,8399.999959,8399.999959,8400.000968,8399.998959,31,1780,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.030269163178505958,1.1494177687984335,0.9537152544313574,1.1494177687984335,0.9537152544313574
23,0.127131,88.10289,312325,8399.999979,8399.999979,8400.000484,8399.999479,31,1842,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.0151346419850992,1.149496564864861,0.9537881262734447,1.149496564864861,0.9537881262734447
24,0.063565,167.897751,624645,8399.999989,8399.999989,8400.000242,8399.999739,31,2223,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.007567261686752698,1.1496085748042872,0.9537985652824174,1.1496085748042872,0.9537985652824174
25,0.190696,12.326299,50025,8444.549784,8444.549784,8444.550288,8444.549284,2,62,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.022582138005736746,0.8336112868950538,0.9830836542347432,0.8336112868950538,0.9830836542347432
26,0.029796,16.269484,200012,8444.549872,8444.549872,8444.549998,8444.549747,2,1364,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.0035284295796764605,0.9196346522044363,0.9907518955840299,0.9196346522044363,0.9907518955840299
27,-0.085416,13.715264,99955,8444.549974,8444.549974,8444.550226,8444.549724,2,248,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node6.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.010114925924297536,0.8812020543082463,0.9877976927778638,0.8812020543082463,0.9877976927778638
28,4.83096,11.844427,5867,6499.998591,6499.998591,6500.014728,6499.982581,34,264,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.743222931355795,0.971677526737021,0.9517930287715833,0.971677526737021,0.9517930287715833
29,0.254261,176.913864,93705,6499.999927,6499.999927,6500.000936,6499.998927,34,1842,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.03911707129021866,0.9716734064837541,0.9519002144318501,0.9716734064837541,0.9519002144318501
30,0.131103,353.405457,187401,6499.999963,6499.999963,6500.000468,6499.999463,34,1842,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node2.1/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,0.020169690855474563,0.9716735232233144,0.9519036450188167,0.9716735232233144,0.9519036450188167
31,-0.071511,228.779816,374766,8144.000036,8144.000036,8144.000288,8143.999785,10,1842,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.00878081992523623,0.9634665857155765,0.8929595507243138,0.9634665857155765,0.8929595507243138
32,-0.150968,114.870064,187373,8144.000076,8144.000076,8144.00058,8143.999575,10,1811,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.01853732677410983,0.9634687380057485,0.8929392847718792,0.9634687380057485,0.8929392847718792
33,-0.301935,57.797459,93677,8144.000152,8144.000152,8144.00116,8143.999151,10,1749,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.0370745281180682,0.963470516701727,0.8928950731767422,0.963470516701727,0.8928950731767422
34,-0.508522,29.298344,46832,8144.000256,8144.000256,8144.002273,8143.998254,10,1548,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.062441289055863214,0.9634752334735956,0.8928051848895501,0.9634752334735956,0.8928051848895501
35,-1.334871,15.069055,23403,8144.000672,8144.000672,8144.004706,8143.99667,10,416,/mnt/datac-netStorage-40G/projects/p004/PPO/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.dat,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0000.fil,/mnt/datac-netStorage-40G/projects/p004/2022-11-01-04:44:33/fil_59884_17225_248799804_trappist1_0001/seti-node5.0/fil_59884_17225_248799804_trappist1_0001-beam0001.fil,-0.16390842689672677,0.9634818061232833,0.8926240945021701,0.9634818061232833,0.8926240945021701
